appearance_id,raw_name,designation_raw,case_id,hearing_date,appearing_for
870,Zaid Raza,Adv.,10279,2024-04-05,Intervenor
871,S. G. Prabhakar,Advocate ,10279,2024-04-05,Intervenor
872,Saran Iqwbal,A.O.R.,10280,2025-03-20,Respondent
873,Ajith Williyam,Advocate-on-Record,10281,2023-04-07,State
874,Aravind P Datar,Senior Advocate,10281,2023-04-07,State
875,SGT Mritunjay,Advocate-on-Record,10281,2023-04-07,State
876,Vinay Kumar Aharodiya,Advocate ,10282,2018-11-03,State
877,Garima Prasad,AOR,10282,2018-11-03,State
878,Asit Kumar Rari,Advocate ,10282,2018-11-03,State
879,Partiv K. Goswami,Advocate-on-Record,10282,2018-11-03,State
880,Arup Ratan Dutta Chaudhury,AOR,10282,2018-11-03,State
881,P. Vishwanatha Setty,Sr. Advocate,10283,2021-09-17,Union of India
882,Ataullah Mubarak Ahmad,AOR,10283,2021-09-17,Union of India
883,N. Venkataraman,A.O.R.,10284,2020-07-01,Intervenor
884,Kumar Vaibaw,AoR,10285,2022-07-10,Respondent
885,Sethu Prabhaharan,Advocate,10285,2022-07-10,Respondent
886,Rohit Khare,advocate,10285,2022-07-10,Respondent
887,Arvind P. Datar,Senior Advocate,10286,2022-12-25,Intervenor
888,Aditya Bhanu Neekhra,Sr. Advocate,10287,2023-08-04,State
889,Vijit Poonia,Advocate ,10287,2023-08-04,State
890,Atmaram N. S. Nadkarini,Advocate,10287,2023-08-04,State
891,Sanjeev Pathak,AOR,10288,2023-07-31,Applicant
892,Praneet Day,Adv.,10288,2023-07-31,Applicant
893,Nitin A. Kulkarni,A.O.R.,10289,2019-02-25,State
894,S. G. Prabhakar,Adv.,10289,2019-02-25,State
895,Viraj M. Parakah,Advocate-on-Record,10289,2019-02-25,State
896,Srujana Suman Muad,Advocate ,10289,2019-02-25,State
897,Rajan Kuma Chousasia,AoR,10290,2024-04-01,Intervenor
898,Vinay Kumar Aharodiya,advocate,10290,2024-04-01,Intervenor
899,K. v. Kharkyngdoh,Adv.,10290,2024-04-01,Intervenor
900,Prateek K Chaddha,Advocate on Record,10291,2019-01-08,Intervenor
901,Rakesh Aggarwal,advocate,10292,2025-02-24,Union of India
902,Shishir Ku. Saxena,Advocate-on-Record,10292,2025-02-24,Union of India
903,Seshatalpa Sai Bandaru,A.O.R.,10292,2025-02-24,Union of India
904,K. Parmeswaran,Advocate ,10292,2025-02-24,Union of India
905,N. Vekatraman,AOR,10292,2025-02-24,Union of India
906,Rakesh Agarwal,A.O.R.,10292,2025-02-24,Union of India
907,K. Surendar,AOR,10293,2024-04-22,Respondent
908,Prabitra Kumar Biswal,Advocate on Record,10293,2024-04-22,Respondent
909,Sethu Prabakaran,Advocate ,10293,2024-04-22,Respondent
910,Shashi B. Upadhyay,advocate,10293,2024-04-22,Respondent
911,K. PARMESHWAR,Advocate ,10293,2024-04-22,Respondent
912,V. N. Subramaniam,Senior Adv.,10294,2023-02-12,Union of India
913,Arvindh Datar,Senior Advocate,10294,2023-02-12,Union of India
914,R. Sudaharan,Advocate-on-Record,10294,2023-02-12,Union of India
915,R. Anand Padmnanabhan,A.O.R.,10294,2023-02-12,Union of India
916,Aashish Bhagat,Adv.,10295,2018-08-11,Respondent
917,T. R. B. Sivakumar,AOR,10295,2018-08-11,Respondent
918,R. Balasubramiam,Sr. Adv.,10295,2018-08-11,Respondent
919,Akshay Amkritanshu,A.O.R.,10296,2021-09-21,Intervenor
920,Pranav Jain,A.O.R.,10296,2021-09-21,Intervenor
921,Prateek K Chaddha,A.O.R.,10296,2021-09-21,Intervenor
922,Prabitra Kumar Biswal,AoR,10296,2021-09-21,Intervenor
923,V. Subramani,Senior Adv.,10297,2024-09-23,State
924,Muthu Ganesh Pandian,Advocate on Record,10297,2024-09-23,State
925,A. S. Krishna,AoR,10297,2024-09-23,State
926,Lipi Garg,Advocate on Record,10297,2024-09-23,State
927,Shivani Singh Varuna,Advocate ,10298,2022-01-28,Applicant
928,M. Sathyanarayana,AoR,10298,2022-01-28,Applicant
929,M K. Raghav Raman,A.O.R.,10298,2022-01-28,Applicant
930,Adesh Kumar Choudhary,A.O.R.,10298,2022-01-28,Applicant
931,Ataullah Mubarak Ahmad,AoR,10299,2019-02-04,Applicant
932,Mukul Rohgtagi,Senior Advocate,10299,2019-02-04,Applicant
933,T. R. B. Sivakumar,Advocate-on-Record,10299,2019-02-04,Applicant
934,P. Venkateshan,A.O.R.,10300,2021-10-30,Union of India
935,Vikaram Singh Gulia,Adv.,10300,2021-10-30,Union of India
936,Akshay Amritanshu,AOR,10301,2021-04-10,Intervenor
937,Abhishek Kumar Pandey,Sr.Adv,10301,2021-04-10,Intervenor
938,M. Chandrakanth Reddy,Adv.,10301,2021-04-10,Intervenor
939,Rakesh Aggrawal,advocate,10301,2021-04-10,Intervenor
940,R. Anand Padmnanabhan,A.O.R.,10302,2025-11-15,Petitioner
941,Arvind P. Datar,Sr. Adv.,10302,2025-11-15,Petitioner
942,Surjeet Bhadu,Senior Adv.,10302,2025-11-15,Petitioner
943,Priya Sharma A.,Sr. Adv.,10303,2019-11-04,State
944,Aman Varma,advocate,10304,2022-08-04,Petitioner
945,Mukul Rohatgi,Senior Adv.,10304,2022-08-04,Petitioner
946,Abhyankar Pratap,Sr. Advocate,10305,2020-03-13,Respondent
947,Ayush A Mehrotra,A.O.R.,10305,2020-03-13,Respondent
948,Om Suhir Vidyarthi,advocate,10306,2022-05-29,Respondent
949,R. Anand Padmanabhan,Advocate-on-Record,10306,2022-05-29,Respondent
950,Bholle Taguru Phamendra,Advocate on Record,10307,2020-02-20,Applicant
951,Abhinav K. Mutyalwar,AoR,10307,2020-02-20,Applicant
952,Akshay Amritranshu,Advocate-on-Record,10307,2020-02-20,Applicant
953,P. V. Yogesvaran,Advocate on Record,10308,2022-08-25,Petitioner
954,Garima Prashad u. p,AOR,10308,2022-08-25,Petitioner
955,Kynphamlin V Kharlyngdoh,Adv.,10309,2025-07-16,Intervenor
956,Alapati Sahithya Krishna,A.O.R.,10309,2025-07-16,Intervenor
957,Seshatalpa Sai Bandaru,AoR,10309,2025-07-16,Intervenor
958,N. Vekatraman,Advocate-on-Record,10309,2025-07-16,Intervenor
959,Bholle Taguru Pharmendra,Advocate-on-Record,10309,2025-07-16,Intervenor
960,Sabir Kachhi,Sr. Advocate,10310,2023-01-20,State
961,Ataullah Mubarak Ahmad,Advocate-on-Record,10310,2023-01-20,State
962,Gopal Jaiswal,Advocate-on-Record,10311,2023-08-28,Respondent
963,P. Vishwanatha Setty,Sr. Adv.,10311,2023-08-28,Respondent
964,S. Prabhakar,Advocate ,10311,2023-08-28,Respondent
965,Sathvik Chandrasekhar,Advocate on Record,10311,2023-08-28,Respondent
966,Kapil Sibhal,Sr. Advocate,10312,2018-01-18,Intervenor
967,Soni Bhardwaj,Adv.,10312,2018-01-18,Intervenor
968,Mohd. Rayyan Ibrahim,AOR,10312,2018-01-18,Intervenor
969,Vineet Subramani,Sr. Adv.,10312,2018-01-18,Intervenor
970,Deepak Nargolkar,Advocate-on-Record,10312,2018-01-18,Intervenor
971,Polanki Gowhtam,Advocate on Record,10312,2018-01-18,Intervenor
972,Siddharth S. Chapalgoankar,AoR,10313,2024-03-16,State
973,Naman N.,AOR,10313,2024-03-16,State
974,Vasu Kalma,Advocate,10313,2024-03-16,State
975,Om Sudhir Vidyarti,advocate,10313,2024-03-16,State
976,R Anand Padmanabha,AoR,10314,2023-06-02,Intervenor
977,Chief of Army Staff,Adv.,10314,2023-06-02,Intervenor
978,Saurabh Kumar Solanki,Advocate on Record,10314,2023-06-02,Intervenor
979,Prateek K Chadha,AoR,10314,2023-06-02,Intervenor
980,A. Siraajuddin,AOR,10315,2019-12-27,Applicant
981,Prateek K Chaddha,AoR,10315,2019-12-27,Applicant
982,Vaibhav Y. Kuklarni,Adv.,10315,2019-12-27,Applicant
983,Vishal Khanna,advocate,10315,2019-12-27,Applicant
984,Akshay Amkritanshu,A.O.R.,10316,2019-06-10,Petitioner
985,M Sathyanaryanan,AOR,10316,2019-06-10,Petitioner
986,P. V. Yogeshwaran,Advocate-on-Record,10316,2019-06-10,Petitioner
987,Seshatalpa Sai Bandharu,Advocate on Record,10317,2024-09-25,Intervenor
988,Abay Anturkar,Adv.,10317,2024-09-25,Intervenor
989,M. Sathyanarayaman,A.O.R.,10317,2024-09-25,Intervenor
990,Bhagatwal Dayal,advocate,10318,2023-08-27,State
991,V. Chitambaresh,Adv.,10318,2023-08-27,State
992,Ranjita,A.O.R.,10318,2023-08-27,State
993,Arvind Dattar,Senior Adv.,10318,2023-08-27,State
994,R. Anand Paemanabhan,Advocate-on-Record,10318,2023-08-27,State
995,Rajan K. Chourasia,A.O.R.,10319,2024-10-30,Applicant
996,Abhinav Shrivastava,Advocate,10319,2024-10-30,Applicant
997,Swati Ghirdiayl,AOR,10319,2024-10-30,Applicant
998,Vinayak Shartma,Adv.,10320,2021-01-25,State
999,M. L. Sharma,Advocate,10320,2021-01-25,State
1000,Ananya Mittal,Senior Advocate,10320,2021-01-25,State
1001,Akshay Amkritanshu,AOR,10320,2021-01-25,State
1002,Rakesh Agarwal,AOR,10321,2021-04-19,State
1003,P. Vishwanatha Shetty,Sr. Advocate,10321,2021-04-19,State
1004,Akshay Amritsanshu,AoR,10321,2021-04-19,State
1005,Tirupati Gaurav Shahi,Advocate ,10321,2021-04-19,State
1006,Amol Vasant Konkane,Advocate ,10321,2021-04-19,State
1007,Chittra Y. Parade,Advocate,10321,2021-04-19,State
1008,Garima Prashad,AOR,10322,2019-07-20,State
1009,Shivangi Chawla,Advocate-on-Record,10322,2019-07-20,State
1010,Soni Bhardwaj,Advocate,10322,2019-07-20,State
1011,Atmaram Nadkarni,Advocate ,10322,2019-07-20,State
1012,A. Sirazudeen,A.O.R.,10323,2023-09-30,Union of India
1013,Bholle Taguru Pharnendra,AoR,10323,2023-09-30,Union of India
1014,Saurabh Kumar Solani,AOR,10323,2023-09-30,Union of India
1015,Hari Prakash Sharma,AOR,10324,2024-02-22,Union of India
1016,V Chithamaresh,Advocate ,10324,2024-02-22,Union of India
1017,Deepak M. Nargolkar,AoR,10324,2024-02-22,Union of India
1018,Atmaram Nadkarni,Advocate,10324,2024-02-22,Union of India
1019,Vikramjeet Banerjee,AOR,10325,2024-03-17,Applicant
1020,V. N. Subramanian,Sr.Adv,10325,2024-03-17,Applicant
1021,Kapil Sibal,Sr. Adv.,10325,2024-03-17,Applicant
1022,Akshay Amkritanshu,A.O.R.,10325,2024-03-17,Applicant
1023,N Venkaraman,Advocate on Record,10326,2020-05-08,Intervenor
1024,Aditya Bhanu Neekhra,Sr. Advocate,10326,2020-05-08,Intervenor
1025,Kapil Sibal,Sr. Advocate,10327,2025-09-13,Union of India
1026,Sathvik Chandrasekhar,AoR,10327,2025-09-13,Union of India
1027,Arup Ratan Dutta Chaudhury,A.O.R.,10327,2025-09-13,Union of India
1028,Gopal Sankaranarayanan,Senior Advocate,10327,2025-09-13,Union of India
1029,Akshay Amritanshu,AOR,10328,2019-06-28,Applicant
1030,Vikash Chandra Shukla,Advocate ,10328,2019-06-28,Applicant
1031,V. N. Subramanian,Sr. Adv.,10328,2019-06-28,Applicant
1032,A. Bhatia,advocate,10328,2019-06-28,Applicant
1033,Parveen Kumar Sharma,A.O.R.,10328,2019-06-28,Applicant
1034,V. chitamaresh,Advocate,10329,2019-12-30,Intervenor
1035,M. Balamurugan,A.O.R.,10329,2019-12-30,Intervenor
1036,Bholle Taguru Phamendra,Advocate on Record,10329,2019-12-30,Intervenor
1037,Santosh Malligwad,advocate,10329,2019-12-30,Intervenor
1038,P. V Yogesgwaran,Advocate on Record,10330,2025-02-21,Union of India
1039,Abhishek Kumar Pandey,Senior Advocate,10330,2025-02-21,Union of India
1040,K. V. Kharlyngdoh,Advocate ,10330,2025-02-21,Union of India
1041,S. B. Upadhyari,Advocate,10331,2021-12-13,Intervenor
1042,Sanjeev K.,Advocate on Record,10331,2021-12-13,Intervenor
1043,Shrisatya Mohanty,Advocate on Record,10331,2021-12-13,Intervenor
1044,Akshay Amritanshu,AoR,10331,2021-12-13,Intervenor
1045,Parveen Sharma,Advocate-on-Record,10332,2024-05-26,Applicant
1046,Arvind P. Datar,Senior Adv.,10332,2024-05-26,Applicant
1047,Prashanshika Thakur,AoR,10332,2024-05-26,Applicant
1048,Alapati Sahithya Krihnas,AOR,10333,2025-07-24,Applicant
1049,Rahul Kushwahan,advocate,10333,2025-07-24,Applicant
1050,Kapil Sibbal,Sr. Adv.,10333,2025-07-24,Applicant
1051,M. Cnahdrakant Reddy,Adv.,10333,2025-07-24,Applicant
1052,Abhinav K. Mutyalwar,AOR,10334,2023-12-27,Union of India
1053,P. Vishwanatha Shetty,Sr.Adv,10334,2023-12-27,Union of India
1054,P Venkateran,Advocate on Record,10334,2023-12-27,Union of India
1055,P. v. Vishwanatha Shetty,Sr. Adv.,10334,2023-12-27,Union of India
1056,Vineet Subramani,Sr. Advocate,10334,2023-12-27,Union of India
1057,Prateek K Chaddha,Advocate on Record,10335,2022-09-27,Petitioner
1058,M. u. Mahmud,A.O.R.,10335,2022-09-27,Petitioner
1059,N Venkatrama,AOR,10335,2022-09-27,Petitioner
1060,M K. Raghav Raman,Advocate-on-Record,10335,2022-09-27,Petitioner
1061,Ashok Malik,Sr. Adv.,10335,2022-09-27,Petitioner
1062,N. Venkataraman,Advocate-on-Record,10336,2018-04-14,State
1063,Jubin Prasad,Advocate ,10336,2018-04-14,State
1064,Arivanhagan A. C.,Advocate,10336,2018-04-14,State
1065,Abhishek Kumar Pandey,Senior Adv.,10337,2025-07-08,Petitioner
1066,Abhinav Shrivasava,advocate,10337,2025-07-08,Petitioner
1067,Laxmi Narayan Pandey,Advocate on Record,10338,2019-10-22,Union of India
1068,Rupali Samuels,Advocate,10338,2019-10-22,Union of India
1069,Prashanshika Thakur,Advocate-on-Record,10339,2019-08-23,Petitioner
1070,DrishtiS Saraf,Sr. Adv.,10339,2019-08-23,Petitioner
1071,Deepak Nargoklar,Advocate on Record,10339,2019-08-23,Petitioner
1072,Rakesh Aggarwal,Adv.,10339,2019-08-23,Petitioner
1073,Sughosh Subramaniyam,Advocate,10340,2021-04-23,Respondent
1074,Deepak G. R.,Sr. Adv.,10340,2021-04-23,Respondent
1075,Gopal Sankarnararayanan,Sr. Adv.,10340,2021-04-23,Respondent
1076,Kapil Sibal,Senior Adv.,10340,2021-04-23,Respondent
1077,Swati Ghildiyal,AOR,10341,2018-05-13,Union of India
1078,Kapil Sibal,Sr.Adv,10341,2018-05-13,Union of India
1079,Anoop Rattan,advocate,10341,2018-05-13,Union of India
1080,R. D. Jatain,A.O.R.,10341,2018-05-13,Union of India
1081,Garima Prasad,A.O.R.,10342,2019-02-24,Intervenor
1082,Sailandra Solanki,Adv.,10342,2019-02-24,Intervenor
1083,Vikramjeet Banerjee,AOR,10342,2019-02-24,Intervenor
1084,Mahesh Jadhav,Advocate on Record,10342,2019-02-24,Intervenor
1085,Rupali Samuel,Advocate ,10343,2024-04-20,Respondent
1086,Ravinder N. Grover,AOR,10343,2024-04-20,Respondent
1087,Abay Anturkar,advocate,10343,2024-04-20,Respondent
1088,K. parmeswar,Adv.,10343,2024-04-20,Respondent
1089,Vaibhav Y. Kulkarni,advocate,10343,2024-04-20,Respondent
1090,K. Parmeswaran,Advocate,10344,2024-04-17,State
1091,Prartishtha Majumdar,Sr. Advocate,10344,2024-04-17,State
1092,V. Khanna,Advocate ,10344,2024-04-17,State
1093,Satyendra Kumar Yadav,Advocate on Record,10344,2024-04-17,State
1094,Kapil Sibal,Sr.Adv,10345,2025-10-22,Union of India
1095,Abhinav Shrivastava,Advocate,10345,2025-10-22,Union of India
1096,Arvindh Datar,Senior Advocate,10346,2018-07-12,State
1097,Sabir Rafiq Kachhi,Sr.Adv,10346,2018-07-12,State
1098,Gopal Shankranarayanan,Senior Advocate,10346,2018-07-12,State
1099,Nandini Acharya,AOR,10346,2018-07-12,State
1100,Chandrashekhar Kale,Adv.,10347,2025-09-07,Union of India
1101,Achsah Elizabeth Raju,Sr. Advocate,10347,2025-09-07,Union of India
1102,Sathvik Chadrasekhar,AOR,10347,2025-09-07,Union of India
1103,S. Choudhary,A.O.R.,10348,2018-08-09,Petitioner
1104,Abhinav Kumar Srivastava,Advocate ,10348,2018-08-09,Petitioner
1105,Amit Soni,AOR,10348,2018-08-09,Petitioner
1106,P. V. Yogewaran,Advocate on Record,10348,2018-08-09,Petitioner
1107,Parthiv K. Goshwami,A.O.R.,10348,2018-08-09,Petitioner
1108,Sureshan Kumar,Advocate,10348,2018-08-09,Petitioner
1109,Gopal Sankaranarayanan,Senior Advocate,10349,2020-04-11,Intervenor
1110,Rajan Kumar Chouraisa,AoR,10349,2020-04-11,Intervenor
1111,R. Anand Padmanadhan,Advocate-on-Record,10349,2020-04-11,Intervenor
1112,Swati Ghirdiyal,AoR,10349,2020-04-11,Intervenor
1113,Swati Ghildiyla,AOR,10350,2022-12-20,Respondent
1114,A. Williams,A.O.R.,10350,2022-12-20,Respondent
1115,Rakesh Aggarwal,Adv.,10350,2022-12-20,Respondent
1116,Siddhartha Dave,Adv.,10350,2022-12-20,Respondent
1117,Vaibhav Yeshwant Kulkarni,Adv.,10350,2022-12-20,Respondent
1118,Arvind P. Data,Sr. Adv.,10351,2025-11-26,Applicant
1119,Mahesh Jadhav,AOR,10351,2025-11-26,Applicant
1120,Abhinav Shrivastav,advocate,10351,2025-11-26,Applicant
1121,Aarav Bhatia,Sr. Advocate,10351,2025-11-26,Applicant
1122,Aditya Saxena,Advocate-on-Record,10351,2025-11-26,Applicant
1123,Reena K.,Adv.,10352,2024-08-07,Intervenor
1124,Abhishek Kumar Pandey,Senior Adv.,10352,2024-08-07,Intervenor
1125,Vijaylakshmi Pandey,Advocate on Record,10352,2024-08-07,Intervenor
1126,Vibhanshu Dubey,Advocate-on-Record,10353,2020-03-15,Applicant
1127,Sachita Chawla,advocate,10353,2020-03-15,Applicant
1128,Sanjiv Sawant,AOR,10353,2020-03-15,Applicant
1129,Chandrashekhar Kale,Advocate,10353,2020-03-15,Applicant
1130,Rohit V. Choudhary,AOR,10354,2021-04-19,State
1131,A. P. Dave,Advocate ,10354,2021-04-19,State
1132,Sathvik Chandrasekar,A.O.R.,10354,2021-04-19,State
1133,Vikramjeet Baner,Advocate on Record,10354,2021-04-19,State
1134,Sabbir Kacchi,Sr. Advocate,10354,2021-04-19,State
1135,Ajith Wiliiyam S.,Advocate-on-Record,10354,2021-04-19,State
1136,P. Vishwanath Shetty,Sr. Adv.,10355,2025-08-28,Petitioner
1137,K. Pareshwar,advocate,10355,2025-08-28,Petitioner
1138,M. Venkatesulu,Advocate on Record,10356,2019-12-13,Applicant
1139,Karanbir Nalwa,Advocate ,10356,2019-12-13,Applicant
1140,Akshay Amkritanshu,A.O.R.,10357,2022-03-26,Petitioner
1141,Akshway Amritanshu,A.O.R.,10357,2022-03-26,Petitioner
1142,Sheikhj F. Kalia,advocate,10357,2022-03-26,Petitioner
1143,M. Chandrakanta Reddy,Advocate ,10358,2024-03-29,Union of India
1144,Roshni Shrivastava,Adv.,10358,2024-03-29,Union of India
1145,V. Chidambaresh,advocate,10358,2024-03-29,Union of India
1146,Aarav Bhatiya,Senior Advocate,10359,2024-07-20,Union of India
1147,Prateek K Chaddha,A.O.R.,10359,2024-07-20,Union of India
1148,Adesh Choudhary,Advocate-on-Record,10360,2023-03-26,Applicant
1149,Akshay Amritanshu,Advocate on Record,10361,2018-06-13,Respondent
1150,Jayanth Muthu Raj,Advocate ,10361,2018-06-13,Respondent
1151,Adesh Kumar Chaudhary,A.O.R.,10361,2018-06-13,Respondent
1152,Rahul Kushwha,Advocate,10361,2018-06-13,Respondent
1153,Pratap Abhyankar,Advocate on Record,10361,2018-06-13,Respondent
1154,Nagma Khan,Senior Advocate,10362,2024-09-10,Petitioner
1155,Vishal Khanna,Advocate,10362,2024-09-10,Petitioner
1156,Swati Ghildiyal,Advocate on Record,10362,2024-09-10,Petitioner
1157,M. Cnahdrakant Reddy,Advocate,10362,2024-09-10,Petitioner
1158,Kynpham V. Kharlyngdoh,Adv.,10362,2024-09-10,Petitioner
1159,Akshay K. Panda,Sr.Adv,10363,2025-01-05,Intervenor
1160,S. Kumar,Advocate,10363,2025-01-05,Intervenor
1161,Rohan Kumar Santoshi,AOR,10363,2025-01-05,Intervenor
1162,Vinay Kumar Ahrodia,Advocate ,10363,2025-01-05,Intervenor
1163,Abhinav K. Mutyalwar,AoR,10364,2021-05-18,State
1164,Gnagurunathan,advocate,10364,2021-05-18,State
1165,Prateek Chanda,A.O.R.,10364,2021-05-18,State
1166,Sheikh Fakhruddin Kalia,Adv.,10364,2021-05-18,State
1167,Roshni Shrivastava,advocate,10365,2024-03-03,Union of India
1168,Aarav Bhatia,Senior Adv.,10365,2024-03-03,Union of India
1169,Ajith Willayam,A.O.R.,10365,2024-03-03,Union of India
1170,Om Suhir Vidyarthi,Advocate,10365,2024-03-03,Union of India
1171,Gopal Sankaranarayanan,Sr. Advocate,10366,2025-12-08,Union of India
1172,Akshay Amritanshu,A.O.R.,10367,2020-01-24,Intervenor
1173,Aarav Bhatia,advocate,10367,2020-01-24,Intervenor
1174,Saunak Kumar Rajguru,Advocate on Record,10367,2020-01-24,Intervenor
1175,Vinod K. Bhiduri,AoR,10368,2023-09-01,Respondent
1176,Sanket Saragwi,advocate,10369,2024-01-09,State
1177,Alapati Sathithya Krishna,AOR,10369,2024-01-09,State
1178,Garima Prashad u. p,Advocate on Record,10369,2024-01-09,State
1179,Tirupati Gaurav Shahi,Advocate,10370,2020-06-25,Respondent
1180,Abhinav Shrivastava,Adv.,10371,2021-09-18,Union of India
1181,Shailja Kulsheshtha,AOR,10371,2021-09-18,Union of India
1182,Mrs. Priya Sharma,Senior Advocate,10371,2021-09-18,Union of India
1183,Akshay Amritanshu,Advocate-on-Record,10371,2021-09-18,Union of India
1184,Alapati Sahithya Krishna,Advocate-on-Record,10372,2024-12-07,Intervenor
1185,Garima Prasad,Advocate on Record,10372,2024-12-07,Intervenor
1186,Partiv K. Goswami,Advocate-on-Record,10373,2024-04-18,Applicant
1187,R. Anand Padmanabham,Advocate-on-Record,10373,2024-04-18,Applicant
1188,Rajan Kumar Chouasia,AOR,10373,2024-04-18,Applicant
1189,Mukul Rohgtagi,Sr. Adv.,10374,2025-07-02,Union of India
1190,Bholle Taguru Pharendra,Advocate-on-Record,10375,2025-03-15,Intervenor
1191,V. Chittambaresh,Adv.,10375,2025-03-15,Intervenor
1192,Naman N.,Advocate on Record,10375,2025-03-15,Intervenor
1193,K. Parmeswaran,advocate,10376,2020-09-25,Petitioner
1194,M. Chandrakath Reddy,Advocate,10376,2020-09-25,Petitioner
1195,HGS Parihar,Adv.,10376,2020-09-25,Petitioner
1196,Sameer Singh Kachwaha,AOR,10376,2020-09-25,Petitioner
1197,Siddharth Mudgal,A.O.R.,10376,2020-09-25,Petitioner
1198,Abhishek Panday,Sr.Adv,10377,2021-08-07,State
1199,Alapati Sahitya Krishna,A.O.R.,10377,2021-08-07,State
1200,Siddharth S. Chapalgoankar,AOR,10377,2021-08-07,State
1201,Sughosh Subramanayam,Adv.,10377,2021-08-07,State
1202,Mukul Rohatgi,Sr. Adv.,10378,2019-04-10,State
1203,Vasu Kalma,Advocate ,10378,2019-04-10,State
1204,Sheikh Fakhruddin Kalia,Advocate,10378,2019-04-10,State
1205,Kapil Sibbal,Senior Adv.,10378,2019-04-10,State
1206,P. Viswanatha Shetty,Sr. Adv.,10378,2019-04-10,State
1207,Rajan Kr. Chaurasia,A.O.R.,10379,2021-03-04,Petitioner
1208,Rakesh Agarwal,AOR,10379,2021-03-04,Petitioner
1209,Kynpham V. Karlyngdoh,advocate,10380,2022-03-16,Intervenor
1210,Ajith Williyam S,AOR,10380,2022-03-16,Intervenor
1211,Rajan Kr. Chaurasia,A.O.R.,10380,2022-03-16,Intervenor
1212,K. PARMESHWAR,Adv.,10380,2022-03-16,Intervenor
1213,K. Parmeswaran,advocate,10380,2022-03-16,Intervenor
1214,Eswaran,Adv.,10381,2022-12-31,State
1215,K. Parmeshwra,Advocate,10381,2022-12-31,State
1216,K Parmeshw,Advocate,10381,2022-12-31,State
1217,Rakesh Agrwal,Advocate on Record,10381,2022-12-31,State
1218,S. R. Desai,Sr. Adv.,10382,2025-04-22,Respondent
1219,P. v. Vishwanatha Shetty,Senior Advocate,10383,2018-12-04,Petitioner
1220,Kishore Kumar Kvd,Advocate on Record,10383,2018-12-04,Petitioner
1221,R. Anand Padmanabhan,Advocate on Record,10384,2024-01-13,Intervenor
1222,Polanki Gowtham,Advocate on Record,10384,2024-01-13,Intervenor
1223,Bholle Taguru Phanendra,Advocate on Record,10385,2018-09-26,Respondent
1224,S. B. Upadhyari,Advocate,10386,2020-05-23,Applicant
1225,Rahul Kushwaha,Advocate ,10386,2020-05-23,Applicant
1226,Ajith Williyam S,Advocate-on-Record,10386,2020-05-23,Applicant
1227,Rahul Kushwaha,Advocate,10386,2020-05-23,Applicant
1228,Aditya Prashad,Sr. Advocate,10387,2019-03-02,Respondent
1229,Akshay Amritranshu,AOR,10387,2019-03-02,Respondent
1230,P. V. Yogeshwaran,AOR,10387,2019-03-02,Respondent
1231,R. K. Srivastava,Advocate on Record,10388,2025-11-18,Applicant
1232,Shakeel Sarwar Wani,AoR,10388,2025-11-18,Applicant
1233,Gursimran,A.O.R.,10388,2025-11-18,Applicant
1234,Vishal Khanna,Advocate,10389,2025-04-02,Petitioner
1235,Suresh Kumar,Advocate,10389,2025-04-02,Petitioner
1236,Siddharth Mudgal,A.O.R.,10389,2025-04-02,Petitioner
1237,Alapati Sahithya Krishna,Advocate-on-Record,10389,2025-04-02,Petitioner
1238,Vasu Kalma,Advocate ,10390,2019-09-22,Petitioner
1239,Bholle Taguru Pharnendra,A.O.R.,10390,2019-09-22,Petitioner
1240,Archana P. Dave,Advocate,10390,2019-09-22,Petitioner
1241,Ashmi Pradhan,Advocate-on-Record,10390,2019-09-22,Petitioner
1242,Saurabh Kumar Solanki,AoR,10391,2021-09-20,Petitioner
1243,Kapil Sibbal,Sr. Advocate,10391,2021-09-20,Petitioner
1244,Akshay Amrianshu,Advocate-on-Record,10391,2021-09-20,Petitioner
1245,M. Chandrakanth Reddy,advocate,10392,2018-08-11,Respondent
1246,K. V. Kharlyngdoh,Adv.,10393,2024-04-04,Petitioner
1247,Avijit Mani Tripathy,Advocate on Record,10393,2024-04-04,Petitioner
1248,Amrit Kumar Saroha,Sr.Adv,10393,2024-04-04,Petitioner
1249,Bholle Taguru Pharendra,A.O.R.,10393,2024-04-04,Petitioner
1250,Oppal Tiwari,advocate,10394,2020-07-21,Union of India
1251,Mukul Rohtatgi,Senior Advocate,10394,2020-07-21,Union of India
1252,Arvind P. Datar,Sr.Adv,10394,2020-07-21,Union of India
1253,Vikramjeet Bvanerjee,Advocate-on-Record,10395,2023-01-22,Applicant
1254,Rahul Sambher,A.O.R.,10395,2023-01-22,Applicant
1255,K. V. Kharlyngdoh,Adv.,10395,2023-01-22,Applicant
1256,Bholle Taguru Dhaneendra,AoR,10396,2021-07-19,Petitioner
1257,Rajan Kumar Chouasia,Advocate on Record,10396,2021-07-19,Petitioner
1258,Dipesh Singhvi,Advocate ,10396,2021-07-19,Petitioner
1259,P. Vishwanatha Setty,Sr. Adv.,10397,2019-04-30,Intervenor
1260,Kaveeta Walia,Adv.,10397,2019-04-30,Intervenor
1261,P. V. Yogeshwaran,A.O.R.,10397,2019-04-30,Intervenor
1262,Swati Ghirdiayl,A.O.R.,10398,2024-12-07,Petitioner
1263,Farheen Pennwale,Advocate,10399,2024-07-26,Petitioner
