cluster_id,canonical_name,inferred_designation,name_selection_reason,member_count,unique_raw_names,unique_cases,all_raw_variants
249,Shrisatya Mohanty,AOR,most_frequent,5,3,5,Shrisatya Mohanty | Srisatya Mohanty | Srisatya Mohnaty
250,Soumya Sannidhanan,ADVOCATE,longest,3,3,3,Soumya Sannidhana | Soumya Sannidhanam | Soumya Sannidhanan
251,Chitra Y. Parande,ADVOCATE,longest,1,1,1,Chitra Y. Parande
252,Abhishek K. M. Panday,SENIOR,most_frequent,4,1,4,Abhishek K. M. Panday
253,Aditya Shankar Prasad,SENIOR,longest,4,3,4,Aditya Prasad | Aditya Prashad | Aditya Shankar Prasad
254,Ramneek Singh,AOR,most_frequent,3,1,3,Ramneek Singh
255,Gulafsha Kureshi,AOR,most_frequent,4,1,4,Gulafsha Kureshi
256,K Ramakanth Reddy,AOR,most_frequent,4,2,4,K Ramakanth Reddy | K. Ramakantha Reddy
257,Rahul Kushwahan,ADVOCATE,most_frequent,2,1,2,Rahul Kushwahan
258,Vanessa Joan Rodrigues,AOR,registry(sim=1.00),1,1,1,Vanessa Joan Rodrigues
259,Praneet Day,ADVOCATE,most_frequent,6,1,6,Praneet Day
260,Atiga Sigha,AOR,most_frequent,2,1,2,Atiga Sigha
261,Percy Pardiwalla,ADVOCATE,most_frequent,3,1,3,Percy Pardiwalla
262,Shamik Shirishbhai Sanjanwala,AOR,longest,2,2,2,Shamik Sanjanwala | Shamik Shirishbhai Sanjanwala
263,Naman N.,AOR,most_frequent,5,1,5,Naman N.
264,Sachita Chawla,ADVOCATE,most_frequent,5,1,5,Sachita Chawla
265,R. Kumar Chaurasia,AOR,most_frequent,2,1,2,R. Kumar Chaurasia
266,Atmaram N. S. Nadkarini,ADVOCATE,most_frequent,8,3,8,Atmaram N. S. Nadhkarni | Atmaram N. S. Nadkarini | Atmaram N. S. Nadkarni
267,Roshni Shrivastava,ADVOCATE,most_frequent,5,1,5,Roshni Shrivastava
268,Yashas. J.,ADVOCATE,most_frequent,2,1,2,Yashas. J.
269,Anu Chatrath Sr. Dag,SENIOR,most_frequent,3,1,3,Anu Chatrath Sr. Dag
270,Ritwik,SENIOR,registry(sim=1.00),5,1,5,Ritwik
271,Shivani Singh Varuna,ADVOCATE,most_frequent,5,1,4,Shivani Singh Varuna
272,Santosh Malligwad,ADVOCATE,most_frequent,4,1,4,Santosh Malligwad
273,Suchika Jain,AOR,most_frequent,3,1,3,Suchika Jain
274,Anant Shankar Tripathi,AOR,most_frequent,6,1,5,Anant Shankar Tripathi
275,Yogyata Jhunjunwala,AOR,most_frequent,5,2,5,Yogyata Jhunjhunwala | Yogyata Jhunjunwala
276,Vijaylakshmi Pandey,AOR,most_frequent,4,1,4,Vijaylakshmi Pandey
277,Amnish Saurabh,SENIOR,registry(sim=1.00),3,1,3,Amnish Saurabh
278,R. Singh Chauhan,AOR,most_frequent,2,1,2,R. Singh Chauhan
279,Abhinav Shrivatav,ADVOCATE,most_frequent,7,1,7,Abhinav Shrivatav
280,Abhinav K. Mutyatwar,AOR,most_frequent,3,1,3,Abhinav K. Mutyatwar
281,Rajesh Singh Chauhan,AOR,most_frequent,5,1,5,Rajesh Singh Chauhan
282,N. Vekatraman,AOR,most_frequent,8,2,8,N. Vekatraman | N. vekataraman
283,V. N. Ragupathy,SENIOR,most_frequent,4,2,4,V. N. Raghupathy | V. N. Ragupathy
284,Vikramjeet Bajnerjee,AOR,most_frequent,3,1,3,Vikramjeet Bajnerjee
285,Ataullah Mubarak Ahmad,AOR,registry(sim=1.00),6,1,6,Ataullah Mubarak Ahmad
286,Eswaran,ADVOCATE,most_frequent,5,1,5,Eswaran
287,Shamik Sanawala,AOR,longest,1,1,1,Shamik Sanawala
288,Pradyuman Kaistha,AOR,registry(sim=1.00),4,1,4,Pradyuman Kaistha
289,Pradeep Teotia,AOR,registry(sim=1.00),4,1,4,Pradeep Teotia
290,M. u. Mahmud,AOR,registry(sim=1.00),5,1,5,M. u. Mahmud
291,Satyavrat,AOR,most_frequent,6,1,6,Satyavrat
292,Sanjana Mehorotra,ADVOCATE,most_frequent,3,1,3,Sanjana Mehorotra
293,Jharna Singh,AOR,most_frequent,5,2,5,Harnaman Singh | Jharna Singh
294,Siddhartha A. Dave,ADVOCATE,longest,1,1,1,Siddhartha A. Dave
295,Ashmi Pradhan,AOR,registry(sim=1.00),3,1,3,Ashmi Pradhan
296,Neha Jha,ADVOCATE,most_frequent,3,1,3,Neha Jha
297,M. L. Sharma,ADVOCATE,most_frequent,6,1,6,M. L. Sharma
298,Aditya Saxena,AOR,registry(sim=1.00),5,1,5,Aditya Saxena
299,P. V. Yogerwaran,AOR,most_frequent,5,1,5,P. V. Yogerwaran
300,Rupali Samuvel,ADVOCATE,most_frequent,4,1,4,Rupali Samuvel
301,Sanjeev K.,AOR,most_frequent,4,1,4,Sanjeev K.
302,Jayasnth Muth Raj,ADVOCATE,longest,2,2,2,Jayanth Muthu Raj | Jayasnth Muth Raj
303,S. S. Sahu,ADVOCATE,longest(clean),3,1,3,S. S. Sahu
304,Aisha Thakur,AOR,most_frequent,3,1,3,Aisha Thakur
305,Gautam Choudhury,SENIOR,most_frequent,2,1,2,Gautam Choudhury
306,P. V. Yogreswaran,AOR,longest,1,1,1,P. V. Yogreswaran
307,Yghandha Pawa Jha,SENIOR,registry(sim=1.00),6,1,6,Yghandha Pawa Jha
308,L zafeer Ahmad B. F.,AOR,registry(sim=1.00),1,1,1,L zafeer Ahmad B. F.
309,M. Srikanth Varma,ADVOCATE,most_frequent,2,1,2,M. Srikanth Varma
310,Ajith Williyam S,AOR,most_frequent,14,2,14,Ajith Wiliiyam S. | Ajith Williyam S
311,R. D. Jatain,AOR,most_frequent,5,1,5,R. D. Jatain
312,Shanta Pandey,ADVOCATE,longest,1,1,1,Shanta Pandey
313,M. Vardhman Kaushik,AOR,longest,1,1,1,M. Vardhman Kaushik
314,Saurabh Vashishth,ADVOCATE,most_frequent,3,2,3,Saurabh Vashisht | Saurabh Vashishth
315,P. venkaesan,AOR,most_frequent,4,1,4,P. venkaesan
316,Amrit Kumar Saroha,SENIOR,most_frequent,3,1,3,Amrit Kumar Saroha
317,Saurabh Kumar Solanki,AOR,most_frequent,4,1,4,Saurabh Kumar Solanki
318,Aniket Vijay Seth,ADVOCATE,most_frequent,2,1,2,Aniket Vijay Seth
319,Rushabh S. Vidyarthi,ADVOCATE,most_frequent,3,1,3,Rushabh S. Vidyarthi
320,Vineet Subramani,SENIOR,most_frequent,11,3,11,V. Subramani | V. Subramanian | Vineet Subramani
321,Archit Mandhya,SENIOR,longest,1,1,1,Archit Mandhya
322,Rachna A. Pande,ADVOCATE,most_frequent,3,1,3,Rachna A. Pande
323,S. G. Prabhakar,ADVOCATE,most_frequent,4,1,4,S. G. Prabhakar
324,SGT Mritunjay,AOR,most_frequent,2,1,2,SGT Mritunjay
325,Asit Kumar Rari,ADVOCATE,most_frequent,3,1,3,Asit Kumar Rari
326,Kumar Vaibaw,AOR,registry(sim=1.00),2,1,2,Kumar Vaibaw
327,Sethu Prabhaharan,ADVOCATE,most_frequent,2,1,2,Sethu Prabhaharan
328,Rohit Khare,ADVOCATE,most_frequent,2,1,2,Rohit Khare
329,Vijit Poonia,ADVOCATE,most_frequent,4,1,4,Vijit Poonia
330,Sanjeev Pathak,AOR,most_frequent,2,1,2,Sanjeev Pathak
331,Nitin A. Kulkarni,AOR,registry(sim=1.00),2,1,2,Nitin A. Kulkarni
332,Srujana Suman Muad,ADVOCATE,longest,1,1,1,Srujana Suman Muad
333,Rajan Kuma Chousasia,AOR,most_frequent,4,1,4,Rajan Kuma Chousasia
334,K. v. Kharkyngdoh,ADVOCATE,most_frequent,9,1,9,K. v. Kharkyngdoh
335,Shishir Ku. Saxena,AOR,most_frequent,4,1,4,Shishir Ku. Saxena
336,K. Surendar,AOR,registry(sim=1.00),5,1,5,K. Surendar
337,Prabitra Kumar Biswal,AOR,most_frequent,5,1,5,Prabitra Kumar Biswal
338,R. Sudaharan,AOR,most_frequent,2,1,2,R. Sudaharan
339,Pranav Jain,AOR,registry(sim=1.00),1,1,1,Pranav Jain
340,M K. Raghav Raman,AOR,registry(sim=1.00),3,1,3,M K. Raghav Raman
341,Adesh Kumar Choudhary,AOR,most_frequent,6,3,6,Abdesh Kumar Choudhary | Adesh Kumar Chaudhary | Adesh Kumar Choudhary
342,Surjeet Bhadu,SENIOR,longest,1,1,1,Surjeet Bhadu
343,Aman Varma,ADVOCATE,most_frequent,5,2,5,Aman Varma | Naman Varma
344,P. V. Yogesvaran,AOR,most_frequent,6,2,6,P V Yogeshvaran | P. V. Yogesvaran
345,Gopal Jaiswal,AOR,most_frequent,5,1,5,Gopal Jaiswal
346,Soni Bhardwaj,ADVOCATE,most_frequent,6,1,6,Soni Bhardwaj
347,Mohammad Ibrahim,AOR,registry(sim=1.00),6,4,6,Mohammad Ibrahim | Mohd Ibrahim | Mohd. Rayyan Ibrahim | Mohmmad Ibrahim
348,Vasu Kalma,ADVOCATE,most_frequent,5,1,5,Vasu Kalma
349,Chief of Army Staff,ADVOCATE,most_frequent,3,1,3,Chief of Army Staff
350,Vaibhav Y. Kuklarni,ADVOCATE,most_frequent,2,1,2,Vaibhav Y. Kuklarni
351,Abay Anturkar,ADVOCATE,most_frequent,6,1,6,Abay Anturkar
352,Bhagatwal Dayal,ADVOCATE,most_frequent,6,1,6,Bhagatwal Dayal
353,Ranjita,AOR,registry(sim=1.00),1,1,1,Ranjita
354,Tirupati Gaurav Shahi,ADVOCATE,most_frequent,4,2,4,T. G. Shahi | Tirupati Gaurav Shahi
355,Amol Vasant Konkane,ADVOCATE,most_frequent,2,1,2,Amol Vasant Konkane
356,Atmaram Nadkarni,ADVOCATE,most_frequent,3,1,3,Atmaram Nadkarni
357,Saurabh Kumar Solani,AOR,most_frequent,2,1,2,Saurabh Kumar Solani
358,Hari Prakash Sharma,AOR,longest,1,1,1,Hari Prakash Sharma
359,Vikramjeet Banerjee,AOR,most_frequent,4,2,4,Vikramjeet Banerjee | Vikramjeet Bvanerjee
360,N Venkaraman,AOR,most_frequent,5,1,5,N Venkaraman
361,M. Balamurugan,AOR,most_frequent,4,1,4,M. Balamurugan
362,Jubin Prasad,ADVOCATE,most_frequent,4,1,4,Jubin Prasad
363,Arivanhagan A. C.,ADVOCATE,most_frequent,4,1,4,Arivanhagan A. C.
364,Rupali Samuels,ADVOCATE,most_frequent,6,2,6,Rupali Samuels | Ruppali Samuels
365,Anoop Kumar Rattan,ADVOCATE,most_frequent,6,4,6,Anoop K. Rattan | Anoop Kumar Rattan | Anoop Kumar Ratthan | Anoop Rattan
366,Mahesh Jadhav,AOR,most_frequent,2,1,2,Mahesh Jadhav
367,Nandini Acharya,AOR,most_frequent,3,1,3,Nandini Acharya
368,Chandrashekhar Kale,ADVOCATE,most_frequent,5,1,5,Chandrashekhar Kale
369,Sathvik Chadrasekhar,AOR,most_frequent,7,2,7,Sathvik Chadrasekhar | Sathvik Chadrashekar
370,P. V. Yogewaran,AOR,most_frequent,6,1,6,P. V. Yogewaran
371,Reena K.,ADVOCATE,most_frequent,3,1,3,Reena K.
372,Vibhanshu Dubey,AOR,registry(sim=1.00),3,1,3,Vibhanshu Dubey
373,Vikramjeet Baner,AOR,most_frequent,4,2,4,Vikramjeet Baner | Vikramjeet Baneree
374,Karanbir Nalwa,ADVOCATE,most_frequent,5,1,5,Karanbir Nalwa
375,Pratap Abhyankar,AOR,most_frequent,5,1,5,Pratap Abhyankar
376,Akshay K. Panda,SENIOR,most_frequent,5,2,5,A. k. Panda | Akshay K. Panda
377,Prateek Chanda,AOR,most_frequent,3,1,3,Prateek Chanda
378,Vinod K. Bhiduri,AOR,most_frequent,2,1,2,Vinod K. Bhiduri
379,Mrs. Priya Sharma,SENIOR,most_frequent,4,1,4,Mrs. Priya Sharma
380,HGS Parihar,ADVOCATE,most_frequent,5,1,5,HGS Parihar
381,Sameer Singh Kachwaha,AOR,registry(sim=1.00),4,1,4,Sameer Singh Kachwaha
382,S. R. Desai,SENIOR,most_frequent,2,1,2,S. R. Desai
383,Kishore Kumar Kvd,AOR,most_frequent,6,1,6,Kishore Kumar Kvd
384,Shakeel Sarwar Wani,AOR,registry(sim=1.00),2,1,2,Shakeel Sarwar Wani
385,Gursimran,AOR,most_frequent,5,1,5,Gursimran
386,Mukul Rohtatgi,SENIOR,most_frequent,3,1,3,Mukul Rohtatgi
387,Farheen Pennwale,ADVOCATE,most_frequent,4,2,4,Farheen Pennwale | Farheen Penwale
388,Vaidushya Parvi,AOR,registry(sim=1.00),4,1,4,Vaidushya Parvi
389,Ajay Kumar Srivastava,AOR,registry(sim=1.00),1,1,1,Ajay Kumar Srivastava
390,Seshatalpa Sai Badhru,AOR,most_frequent,5,2,5,Seshatalpa Sai Badhru | Seshatalpa Sai Bawdaru
391,Saakshi Singh Rawat,SENIOR,most_frequent,2,1,2,Saakshi Singh Rawat
392,Beena Victor,AOR,most_frequent,2,1,2,Beena Victor
393,Srisanya Bandopadhyay,AOR,most_frequent,3,2,3,Sirsanya Bandopadhyay | Srisanya Bandopadhyay
394,Thomas O.,ADVOCATE,most_frequent,2,1,2,Thomas O.
395,Sughosh Sunramanyam,ADVOCATE,most_frequent,6,1,6,Sughosh Sunramanyam
396,Harish Kumar M,ADVOCATE,most_frequent,5,1,5,Harish Kumar M
397,Somvir Singh Deswal,ADVOCATE,most_frequent,12,5,12,Somvir Sigh Deshwal | Somvir Singh Deshwal | Somvir Singh Deswal | Somvir Singh Deswl | Somvir Singhh Deswal
398,Satakshi Sahai,AOR,most_frequent,4,1,4,Satakshi Sahai
399,Jasleen Kaur Sawney,ADVOCATE,most_frequent,6,4,6,Jasleen Kaur Sawhney | Jasleen Kaur Sawney | Jasleen Kaur Shawney | Jasleen Kaur Swahney
400,Shrayas Bhardwaj,AOR,most_frequent,4,1,4,Shrayas Bhardwaj
401,Anshika Verma,AOR,most_frequent,5,1,5,Anshika Verma
402,Gaurav Beniwal,ADVOCATE,most_frequent,3,1,3,Gaurav Beniwal
403,Sankranti Pathak,AOR,most_frequent,6,1,6,Sankranti Pathak
404,Navkiran Bajwa,ADVOCATE,longest,1,1,1,Navkiran Bajwa
405,Mohammed Mulla,AOR,longest,1,1,1,Mohammed Mulla
406,Adhiraj Shitole,SENIOR,most_frequent,5,1,5,Adhiraj Shitole
407,Chitvan Cinghal,AOR,most_frequent,4,1,4,Chitvan Cinghal
408,Deepinder Singh Patwalia,AOR,longest,1,1,1,Deepinder Singh Patwalia
409,Sreekumar Chellur,ADVOCATE,most_frequent,6,1,6,Sreekumar Chellur
410,Yatin Khochare,ADVOCATE,most_frequent,6,1,6,Yatin Khochare
411,Arka Nandi,AOR,longest,1,1,1,Arka Nandi
412,Gopala Kumar Vinnu,AOR,registry(sim=1.00),1,1,1,Gopala Kumar Vinnu
413,Bslpragatha M.,AOR,most_frequent,2,1,2,Bslpragatha M.
414,Mohinder Dutt Sharma,AOR,most_frequent,4,1,4,Mohinder Dutt Sharma
415,Yashvardhan Shan,AOR,most_frequent,2,1,2,Yashvardhan Shan
416,Joy Bajaj,AOR,most_frequent,2,1,2,Joy Bajaj
417,Ajiteshwar Singh,SENIOR,most_frequent,2,1,2,Ajiteshwar Singh
418,Percy J. Pardiwalla,ADVOCATE,most_frequent,2,1,2,Percy J. Pardiwalla
419,Sr N. K. Mody,AOR,most_frequent,5,2,5,N. K. Mody | Sr N. K. Mody
420,Rakesh Mishra,SENIOR,registry(sim=1.00),2,1,2,Rakesh Mishra
421,R N Verma,AOR,most_frequent,2,1,2,R N Verma
422,Farheen A. Penwale,ADVOCATE,most_frequent,2,1,2,Farheen A. Penwale
423,Saurabh Raghuvir Desai,SENIOR,longest,1,1,1,Saurabh Raghuvir Desai
424,Himmat Singh,SENIOR,most_frequent,6,1,6,Himmat Singh
425,Satyendra Kumar Singh,ADVOCATE,longest,1,1,1,Satyendra Kumar Singh
426,Ramakrishna Viraraghavan,ADVOCATE,most_frequent,4,3,4,Ramakrishan Veeraraghavan | Ramakrishna Viraraghavan | Ramakrishna Viraraghvan
427,Shubham Gupta,AOR,most_frequent,4,1,4,Shubham Gupta
428,Preshit Dnyaneshwar Bagul,ADVOCATE,longest,1,1,1,Preshit Dnyaneshwar Bagul
429,Anup Banerjee,AOR,longest,1,1,1,Anup Banerjee
430,Velencee Kri,ADVOCATE,most_frequent,4,1,4,Velencee Kri
431,Chitvan Sighal,AOR,most_frequent,2,1,2,Chitvan Sighal
432,Rakesh Kumar Mishra,SENIOR,most_frequent,3,1,3,Rakesh Kumar Mishra
433,Abhinav Matyalwar,AOR,most_frequent,5,1,5,Abhinav Matyalwar
434,Samprati Joshi,ADVOCATE,longest,1,1,1,Samprati Joshi
435,Manan Bhindora,AOR,most_frequent,4,1,4,Manan Bhindora
436,Gopal Shankanarayanan,SENIOR,most_frequent,3,1,3,Gopal Shankanarayanan
437,Nishima,SENIOR,most_frequent,3,1,3,Nishima
438,Anoop Rattan H P,ADVOCATE,most_frequent,4,1,4,Anoop Rattan H P
439,Rajesh Singh Chavhan,AOR,most_frequent,2,1,2,Rajesh Singh Chavhan
440,Diva Saigal,SENIOR,most_frequent,3,1,3,Diva Saigal
441,Om Sudhir Vidyathi,ADVOCATE,longest,1,1,1,Om Sudhir Vidyathi
442,Amarkant Patel,ADVOCATE,most_frequent,4,1,4,Amarkant Patel
443,Priyanka Hooda,AOR,registry(sim=1.00),1,1,1,Priyanka Hooda
444,Mohd. Saquib Siddiqui,AOR,most_frequent,2,1,2,Mohd. Saquib Siddiqui
445,Nitika Meheshwari,ADVOCATE,most_frequent,4,1,4,Nitika Meheshwari
446,Natasha Dalmia,AOR,registry(sim=1.00),4,2,4,Natasah Dalmia | Natasha Dalmia
447,Nithin P. Chaudhary,AOR,longest,1,1,1,Nithin P. Chaudhary
448,Sanjay Goyall,ADVOCATE,longest,1,1,1,Sanjay Goyall
449,Nithin Choudhary,AOR,most_frequent,3,1,3,Nithin Choudhary
450,Braham Singh,AOR,most_frequent,6,1,6,Braham Singh
451,Basa Mtithun Shashank,AOR,longest,1,1,1,Basa Mtithun Shashank
452,Sudhanshu Ghai,AOR,most_frequent,2,1,2,Sudhanshu Ghai
453,P. V Yogeshswaran,AOR,most_frequent,2,1,2,P. V Yogeshswaran
454,Vaibhav Kularni,ADVOCATE,most_frequent,4,1,4,Vaibhav Kularni
455,Vasudevan Raghavan,ADVOCATE,most_frequent,2,1,2,Vasudevan Raghavan
456,Alay Raje,SENIOR,registry(sim=1.00),2,1,2,Alay Raje
457,Somvir Singh Dewal,ADVOCATE,longest,1,1,1,Somvir Singh Dewal
458,Alapati Sahithya Krihna,AOR,most_frequent,3,1,3,Alapati Sahithya Krihna
459,Prasad Dani,SENIOR,longest,1,1,1,Prasad Dani
460,T. Illayaraju,AOR,longest,1,1,1,T. Illayaraju
461,Abhinav k. Mutyakwar,AOR,longest,1,1,1,Abhinav k. Mutyakwar
462,Pradeep Kumar Dwiwedi,ADVOCATE,longest,1,1,1,Pradeep Kumar Dwiwedi
463,Ram Shivomani Yadav,AOR,longest,1,1,1,Ram Shivomani Yadav
464,Lokinder Singh Phougat,AOR,longest,1,1,1,Lokinder Singh Phougat
465,Siddharth R. Dave,ADVOCATE,most_frequent,2,1,2,Siddharth R. Dave
466,Madhavi Dhawan,ADVOCATE,longest,1,1,1,Madhavi Dhawan
467,Romesh Pratap Singh,AOR,most_frequent,2,1,2,Romesh Pratap Singh
468,Anupama D.,AOR,registry(sim=1.00),2,1,2,Anupama D.
469,M. Vekatesulu,AOR,most_frequent,3,1,3,M. Vekatesulu
470,N. S. Vashist,ADVOCATE,most_frequent,4,3,4,N. S. Vashisht | N. S. Vashist | N. S. Vasisht
471,Rishab Singhal,AOR,longest,1,1,1,Rishab Singhal
472,Abhishek Kumar Paney,SENIOR,most_frequent,7,1,7,Abhishek Kumar Paney
473,Valraman,SENIOR,longest,1,1,1,Valraman
474,Khushika Setia,AOR,most_frequent,2,1,2,Khushika Setia
475,Chitvan Sinhal,AOR,most_frequent,4,1,4,Chitvan Sinhal
476,Poorna Chan Chandran,AOR,longest,2,2,2,Poorna Chan Chandran | Poorna Chandran
477,Preeti Reddy,ADVOCATE,most_frequent,2,1,2,Preeti Reddy
478,Vinayak Shamra,ADVOCATE,longest,1,1,1,Vinayak Shamra
479,Aditya N. Prasad,SENIOR,longest,1,1,1,Aditya N. Prasad
480,Ujjwal Bhardwaj,AOR,longest,1,1,1,Ujjwal Bhardwaj
481,Yeshwanth,AOR,most_frequent,4,1,4,Yeshwanth
482,Siddharth Chadalgaokar,AOR,longest,1,1,1,Siddharth Chadalgaokar
483,Ravi Swami,SENIOR,registry(sim=1.00),1,1,1,Ravi Swami
484,Dave,SENIOR,most_frequent,2,1,2,Dave
485,Ayushi Sigh,AOR,most_frequent,2,1,2,Ayushi Sigh
486,Daniya Nayyar,SENIOR,most_frequent,2,1,2,Daniya Nayyar
487,Rahul Kushwajha,ADVOCATE,longest,1,1,1,Rahul Kushwajha
488,Amit Mittal,ADVOCATE,most_frequent,2,1,2,Amit Mittal
489,Sushre Sirpa Sahu,ADVOCATE,most_frequent,3,2,3,Sushre Sirpa Sahu | Sushree Sirpa Sahu
490,Gokul Athithja R. P.,SENIOR,longest,1,1,1,Gokul Athithja R. P.
491,Anisul Haque,ADVOCATE,longest,1,1,1,Anisul Haque
492,Mukul Rohagi,SENIOR,most_frequent,3,1,3,Mukul Rohagi
493,Abhinav K Murtyalwar,AOR,longest,1,1,1,Abhinav K Murtyalwar
494,Garima Prashad A.,AOR,most_frequent,3,1,3,Garima Prashad A.
495,Mahesh Jadgav,AOR,longest,1,1,1,Mahesh Jadgav
496,Pradyuman Kaitha,AOR,longest,1,1,1,Pradyuman Kaitha
497,Sarthak Maggu,AOR,longest,1,1,1,Sarthak Maggu
498,Viraj Mahavir Panakh,AOR,most_frequent,2,1,2,Viraj Mahavir Panakh
499,Shankar P.,SENIOR,longest,1,1,1,Shankar P.
500,Shivansh Mishra,AOR,longest,1,1,1,Shivansh Mishra
501,T. R. B. Sivaumar,AOR,longest,1,1,1,T. R. B. Sivaumar
502,Parmesh Bali,SENIOR,registry(sim=1.00),1,1,1,Parmesh Bali
503,L. Zafeer Ahmed,AOR,most_frequent,2,1,2,L. Zafeer Ahmed
504,Pushkar Sharma,AOR,most_frequent,3,1,3,Pushkar Sharma
505,R. Vikram Choudhary,AOR,longest,1,1,1,R. Vikram Choudhary
506,M Venateshulu,AOR,longest,1,1,1,M Venateshulu
507,Rajeev Joshi,ADVOCATE,longest,1,1,1,Rajeev Joshi
508,Muthu Ganesa Pandian. K,AOR,most_frequent,2,1,2,Muthu Ganesa Pandian. K
509,Aditya Parmar,AOR,longest,1,1,1,Aditya Parmar
510,Edala Nooka Naidu,AOR,most_frequent,2,1,2,Edala Nooka Naidu
511,Jayanat Mehta,ADVOCATE,longest,1,1,1,Jayanat Mehta
512,Minakshi Pandey,SENIOR,longest,1,1,1,Minakshi Pandey
513,Sanjay Goel,AOR,registry(sim=1.00),1,1,1,Sanjay Goel
514,Akash Chouhdary,ADVOCATE,longest,1,1,1,Akash Chouhdary
515,Udit Dediya,ADVOCATE,longest,1,1,1,Udit Dediya
