appearance_id,cluster_id,canonical_name,inferred_designation,confidence_score,raw_name,norm_name,designation_raw,case_id,hearing_date,appearing_for,desig_inference_reason,name_selection_reason
3349,43,Sughosh Subramanayam,ADVOCATE,0.858,Subodh Subramaniyam,subodh subramaniyam,Advocate on Record,11076,2023-12-01,Petitioner,majority_75pct+latest_agrees,most_frequent
3427,43,Sughosh Subramanayam,ADVOCATE,0.857,Sughosh Subramaniyam,sughosh subramaniyam,Advocate ,11099,2018-02-13,Applicant,majority_75pct+latest_agrees,most_frequent
3474,43,Sughosh Subramanayam,ADVOCATE,0.873,Sughosh Subramanayam,sughosh subramanayam,Advocate ,11116,2022-04-17,State,majority_75pct+latest_agrees,most_frequent
3526,43,Sughosh Subramanayam,ADVOCATE,0.873,Sughosh Subramanayam,sughosh subramanayam,Advocate,11133,2022-04-24,Applicant,majority_75pct+latest_agrees,most_frequent
3566,43,Sughosh Subramanayam,ADVOCATE,0.873,Sughosh Subramayam,sughosh subramayam,Adv.,11145,2019-07-28,Petitioner,majority_75pct+latest_agrees,most_frequent
3567,43,Sughosh Subramanayam,ADVOCATE,0.873,Sughosh Subramanayam,sughosh subramanayam,advocate,11146,2024-08-25,Respondent,majority_75pct+latest_agrees,most_frequent
53,44,Saunak Kumar Rajguru,AOR,0.92,Saunak Kumar Rajguru,saunak kumar rajguru,Advocate-on-Record,10021,2023-06-09,Union of India,unanimous_3plus+latest_agrees,most_frequent
57,44,Saunak Kumar Rajguru,AOR,0.922,Saunak Rajguru,saunak rajguru,A.O.R.,10022,2023-08-20,Union of India,unanimous_3plus+latest_agrees,most_frequent
1174,44,Saunak Kumar Rajguru,AOR,0.92,Saunak Kumar Rajguru,saunak kumar rajguru,Advocate on Record,10367,2020-01-24,Intervenor,unanimous_3plus+latest_agrees,most_frequent
2293,44,Saunak Kumar Rajguru,AOR,0.916,Shaunak Rajguru,shaunak rajguru,A.O.R.,10735,2022-10-16,Petitioner,unanimous_3plus+latest_agrees,most_frequent
2696,44,Saunak Kumar Rajguru,AOR,0.922,Saunak Rajguru,saunak rajguru,A.O.R.,10861,2018-06-23,Respondent,unanimous_3plus+latest_agrees,most_frequent
3113,44,Saunak Kumar Rajguru,AOR,0.92,Saunak Kumar Rajguru,saunak kumar rajguru,AOR,10995,2018-09-25,State,unanimous_3plus+latest_agrees,most_frequent
54,45,Piyush Deshpande,AOR,0.95,Piyush Deshpande,piyush deshpande,AoR,10021,2023-06-09,Union of India,unanimous_3plus+latest_agrees,most_frequent
523,45,Piyush Deshpande,AOR,0.95,Piyush Deshpande,piyush deshpande,AOR,10173,2023-10-20,Respondent,unanimous_3plus+latest_agrees,most_frequent
770,45,Piyush Deshpande,AOR,0.95,Piyush Deshpande,piyush deshpande,AOR,10251,2021-04-05,Union of India,unanimous_3plus+latest_agrees,most_frequent
1819,45,Piyush Deshpande,AOR,0.95,Piyush Deshpande,piyush deshpande,Advocate-on-Record,10576,2024-06-20,Respondent,unanimous_3plus+latest_agrees,most_frequent
1987,45,Piyush Deshpande,AOR,0.95,Piyush Deshpande,piyush deshpande,AoR,10635,2019-07-08,Applicant,unanimous_3plus+latest_agrees,most_frequent
55,46,Rakesh Agarwal,ADVOCATE,0.788,Rakesh Aggrawal,rakesh aggrawal,Advocate ,10022,2023-08-20,Union of India,simple_majority+latest_conflicts,most_frequent
90,46,Rakesh Agarwal,ADVOCATE,0.788,Rakesh Aggrawal,rakesh aggrawal,Advocate,10030,2018-08-18,Respondent,simple_majority+latest_conflicts,most_frequent
224,46,Rakesh Agarwal,ADVOCATE,0.793,Rakesh Aggarwall,rakesh aggarwall,advocate,10072,2020-07-12,Respondent,simple_majority+latest_conflicts,most_frequent
246,46,Rakesh Agarwal,ADVOCATE,0.797,Rakesh Agarwal,rakesh agarwal,Advocate-on-Record,10080,2022-11-14,Respondent,simple_majority+latest_conflicts,most_frequent
256,46,Rakesh Agarwal,ADVOCATE,0.791,Rakesh Agarwala,rakesh agarwala,AoR,10083,2024-01-22,Union of India,simple_majority+latest_conflicts,most_frequent
329,46,Rakesh Agarwal,ADVOCATE,0.788,Rakesh Aggrawal,rakesh aggrawal,Advocate,10111,2019-06-01,Petitioner,simple_majority+latest_conflicts,most_frequent
333,46,Rakesh Agarwal,ADVOCATE,0.797,Rakesh Agarwal,rakesh agarwal,AoR,10112,2025-08-30,State,simple_majority+latest_conflicts,most_frequent
441,46,Rakesh Agarwal,ADVOCATE,0.794,Rakesh Agrwal,rakesh agrwal,AoR,10147,2025-02-15,Petitioner,simple_majority+latest_conflicts,most_frequent
542,46,Rakesh Agarwal,ADVOCATE,0.798,Rakesh Aggarwal,rakesh aggarwal,Advocate,10177,2020-11-28,State,simple_majority+latest_conflicts,most_frequent
608,46,Rakesh Agarwal,ADVOCATE,0.788,Rakesh Aggrawal,rakesh aggrawal,advocate,10196,2022-04-13,Intervenor,simple_majority+latest_conflicts,most_frequent
685,46,Rakesh Agarwal,ADVOCATE,0.794,Rakesh Agrwal,rakesh agrwal,AoR,10222,2020-05-15,Applicant,simple_majority+latest_conflicts,most_frequent
691,46,Rakesh Agarwal,ADVOCATE,0.797,Rakesh Agarwal,rakesh agarwal,AOR,10225,2022-03-17,Applicant,simple_majority+latest_conflicts,most_frequent
831,46,Rakesh Agarwal,ADVOCATE,0.798,Rakesh Aggarwal,rakesh aggarwal,Advocate,10269,2019-04-08,State,simple_majority+latest_conflicts,most_frequent
868,46,Rakesh Agarwal,ADVOCATE,0.788,Rakesh Aggrawal,rakesh aggrawal,Advocate,10278,2025-03-12,State,simple_majority+latest_conflicts,most_frequent
901,46,Rakesh Agarwal,ADVOCATE,0.798,Rakesh Aggarwal,rakesh aggarwal,advocate,10292,2025-02-24,Union of India,simple_majority+latest_conflicts,most_frequent
906,46,Rakesh Agarwal,ADVOCATE,0.797,Rakesh Agarwal,rakesh agarwal,A.O.R.,10292,2025-02-24,Union of India,simple_majority+latest_conflicts,most_frequent
939,46,Rakesh Agarwal,ADVOCATE,0.788,Rakesh Aggrawal,rakesh aggrawal,advocate,10301,2021-04-10,Intervenor,simple_majority+latest_conflicts,most_frequent
1002,46,Rakesh Agarwal,ADVOCATE,0.797,Rakesh Agarwal,rakesh agarwal,AOR,10321,2021-04-19,State,simple_majority+latest_conflicts,most_frequent
1072,46,Rakesh Agarwal,ADVOCATE,0.798,Rakesh Aggarwal,rakesh aggarwal,Adv.,10339,2019-08-23,Petitioner,simple_majority+latest_conflicts,most_frequent
1115,46,Rakesh Agarwal,ADVOCATE,0.798,Rakesh Aggarwal,rakesh aggarwal,Adv.,10350,2022-12-20,Respondent,simple_majority+latest_conflicts,most_frequent
1208,46,Rakesh Agarwal,ADVOCATE,0.797,Rakesh Agarwal,rakesh agarwal,AOR,10379,2021-03-04,Petitioner,simple_majority+latest_conflicts,most_frequent
1217,46,Rakesh Agarwal,ADVOCATE,0.794,Rakesh Agrwal,rakesh agrwal,Advocate on Record,10381,2022-12-31,State,simple_majority+latest_conflicts,most_frequent
1326,46,Rakesh Agarwal,ADVOCATE,0.794,Rakesh Agrwal,rakesh agrwal,Advocate on Record,10419,2018-10-27,Union of India,simple_majority+latest_conflicts,most_frequent
1332,46,Rakesh Agarwal,ADVOCATE,0.793,Rakesh Aggarwall,rakesh aggarwall,Adv.,10421,2024-07-06,State,simple_majority+latest_conflicts,most_frequent
1369,46,Rakesh Agarwal,ADVOCATE,0.798,Rakesh Aggarwal,rakesh aggarwal,Advocate ,10433,2022-01-09,Union of India,simple_majority+latest_conflicts,most_frequent
1739,46,Rakesh Agarwal,ADVOCATE,0.794,Rakesh Agrwal,rakesh agrwal,AoR,10554,2023-02-23,Applicant,simple_majority+latest_conflicts,most_frequent
1748,46,Rakesh Agarwal,ADVOCATE,0.793,Rakesh Aggarwall,rakesh aggarwall,advocate,10556,2020-11-22,Petitioner,simple_majority+latest_conflicts,most_frequent
1752,46,Rakesh Agarwal,ADVOCATE,0.793,Rakesh Aggarwall,rakesh aggarwall,advocate,10557,2020-06-21,Applicant,simple_majority+latest_conflicts,most_frequent
1835,46,Rakesh Agarwal,ADVOCATE,0.798,Rakesh Aggarwal,rakesh aggarwal,advocate,10582,2025-07-24,Respondent,simple_majority+latest_conflicts,most_frequent
1890,46,Rakesh Agarwal,ADVOCATE,0.794,Rakesh Agrwal,rakesh agrwal,AoR,10601,2025-01-23,Petitioner,simple_majority+latest_conflicts,most_frequent
2099,46,Rakesh Agarwal,ADVOCATE,0.788,Rakesh Aggrawal,rakesh aggrawal,Advocate,10673,2022-12-20,Respondent,simple_majority+latest_conflicts,most_frequent
2154,46,Rakesh Agarwal,ADVOCATE,0.793,Rakesh Aggarwall,rakesh aggarwall,Advocate ,10692,2019-03-16,Respondent,simple_majority+latest_conflicts,most_frequent
2215,46,Rakesh Agarwal,ADVOCATE,0.797,Rakesh Agarwal,rakesh agarwal,Advocate-on-Record,10710,2023-07-31,Intervenor,simple_majority+latest_conflicts,most_frequent
2221,46,Rakesh Agarwal,ADVOCATE,0.788,Rakesh Aggrawal,rakesh aggrawal,advocate,10712,2021-08-12,Petitioner,simple_majority+latest_conflicts,most_frequent
2247,46,Rakesh Agarwal,ADVOCATE,0.794,Rakesh Agrwal,rakesh agrwal,AOR,10721,2020-05-04,Applicant,simple_majority+latest_conflicts,most_frequent
2318,46,Rakesh Agarwal,ADVOCATE,0.794,Rakesh Agrwal,rakesh agrwal,AOR,10742,2021-08-17,Intervenor,simple_majority+latest_conflicts,most_frequent
2335,46,Rakesh Agarwal,ADVOCATE,0.798,Rakesh Aggarwal,rakesh aggarwal,Adv.,10750,2018-03-30,Applicant,simple_majority+latest_conflicts,most_frequent
2370,46,Rakesh Agarwal,ADVOCATE,0.794,Rakesh Agrwal,rakesh agrwal,AOR,10761,2018-06-03,Applicant,simple_majority+latest_conflicts,most_frequent
2389,46,Rakesh Agarwal,ADVOCATE,0.793,Rakesh Aggarwall,rakesh aggarwall,Adv.,10765,2019-05-09,Respondent,simple_majority+latest_conflicts,most_frequent
2436,46,Rakesh Agarwal,ADVOCATE,0.797,Rakesh Agarwal,rakesh agarwal,Advocate on Record,10782,2023-11-18,Respondent,simple_majority+latest_conflicts,most_frequent
2630,46,Rakesh Agarwal,ADVOCATE,0.793,Rakesh Aggarwall,rakesh aggarwall,advocate,10840,2020-02-09,Petitioner,simple_majority+latest_conflicts,most_frequent
2639,46,Rakesh Agarwal,ADVOCATE,0.797,Rakesh Agarwal,rakesh agarwal,A.O.R.,10844,2018-04-17,Union of India,simple_majority+latest_conflicts,most_frequent
2707,46,Rakesh Agarwal,ADVOCATE,0.791,Rakesh Agarwala,rakesh agarwala,Advocate-on-Record,10866,2021-03-17,State,simple_majority+latest_conflicts,most_frequent
2737,46,Rakesh Agarwal,ADVOCATE,0.793,Rakesh Aggarwall,rakesh aggarwall,Advocate,10875,2019-01-05,Union of India,simple_majority+latest_conflicts,most_frequent
2749,46,Rakesh Agarwal,ADVOCATE,0.797,Rakesh Agarwal,rakesh agarwal,Advocate-on-Record,10879,2023-11-16,Applicant,simple_majority+latest_conflicts,most_frequent
2846,46,Rakesh Agarwal,ADVOCATE,0.791,Rakesh Agarwala,rakesh agarwala,A.O.R.,10908,2022-04-02,Petitioner,simple_majority+latest_conflicts,most_frequent
2882,46,Rakesh Agarwal,ADVOCATE,0.791,Rakesh Agarwala,rakesh agarwala,AoR,10919,2024-11-21,Intervenor,simple_majority+latest_conflicts,most_frequent
2892,46,Rakesh Agarwal,ADVOCATE,0.798,Rakesh Aggarwal,rakesh aggarwal,advocate,10921,2020-01-07,Intervenor,simple_majority+latest_conflicts,most_frequent
2952,46,Rakesh Agarwal,ADVOCATE,0.797,Rakesh Agarwal,rakesh agarwal,Advocate on Record,10945,2019-11-11,Intervenor,simple_majority+latest_conflicts,most_frequent
3027,46,Rakesh Agarwal,ADVOCATE,0.791,Rakesh Agarwala,rakesh agarwala,A.O.R.,10967,2024-06-23,Union of India,simple_majority+latest_conflicts,most_frequent
3030,46,Rakesh Agarwal,ADVOCATE,0.798,Rakesh Aggarwal,rakesh aggarwal,advocate,10968,2020-05-09,Union of India,simple_majority+latest_conflicts,most_frequent
3141,46,Rakesh Agarwal,ADVOCATE,0.798,Rakesh Aggarwal,rakesh aggarwal,Advocate ,11005,2022-11-19,Intervenor,simple_majority+latest_conflicts,most_frequent
3150,46,Rakesh Agarwal,ADVOCATE,0.797,Rakesh Agarwal,rakesh agarwal,A.O.R.,11009,2019-04-14,Intervenor,simple_majority+latest_conflicts,most_frequent
3286,46,Rakesh Agarwal,ADVOCATE,0.797,Rakesh Agarwal,rakesh agarwal,AOR,11056,2025-02-08,Intervenor,simple_majority+latest_conflicts,most_frequent
3464,46,Rakesh Agarwal,ADVOCATE,0.791,Rakesh Agarwala,rakesh agarwala,AOR,11112,2018-11-07,Applicant,simple_majority+latest_conflicts,most_frequent
3468,46,Rakesh Agarwal,ADVOCATE,0.793,Rakesh Aggarwall,rakesh aggarwall,Adv.,11114,2025-06-27,Union of India,simple_majority+latest_conflicts,most_frequent
3574,46,Rakesh Agarwal,ADVOCATE,0.793,Rakesh Aggarwall,rakesh aggarwall,Advocate ,11148,2023-08-09,Intervenor,simple_majority+latest_conflicts,most_frequent
59,47,Partiv K. Goswami,AOR,0.95,Partiv K. Goswami,partiv k goswami,A.O.R.,10022,2023-08-20,Union of India,unanimous_3plus+latest_agrees,most_frequent
879,47,Partiv K. Goswami,AOR,0.95,Partiv K. Goswami,partiv k goswami,Advocate-on-Record,10282,2018-11-03,State,unanimous_3plus+latest_agrees,most_frequent
1107,47,Partiv K. Goswami,AOR,0.95,Parthiv K. Goshwami,parthiv k goshwami,A.O.R.,10348,2018-08-09,Petitioner,unanimous_3plus+latest_agrees,most_frequent
1186,47,Partiv K. Goswami,AOR,0.95,Partiv K. Goswami,partiv k goswami,Advocate-on-Record,10373,2024-04-18,Applicant,unanimous_3plus+latest_agrees,most_frequent
1624,47,Partiv K. Goswami,AOR,0.95,Partiv K. Goswami,partiv k goswami,AOR,10517,2024-03-22,State,unanimous_3plus+latest_agrees,most_frequent
2040,47,Partiv K. Goswami,AOR,0.95,Parthiv K. Goshwami,parthiv k goshwami,A.O.R.,10653,2024-11-16,Applicant,unanimous_3plus+latest_agrees,most_frequent
2178,47,Partiv K. Goswami,AOR,0.95,Parthiv K. Goshwami,parthiv k goshwami,A.O.R.,10698,2021-04-22,Intervenor,unanimous_3plus+latest_agrees,most_frequent
2410,47,Partiv K. Goswami,AOR,0.95,Partiv K. Goswami,partiv k goswami,Advocate on Record,10773,2019-01-04,Respondent,unanimous_3plus+latest_agrees,most_frequent
3347,47,Partiv K. Goswami,AOR,0.95,Partiv K. Goswami,partiv k goswami,A.O.R.,11075,2020-08-25,State,unanimous_3plus+latest_agrees,most_frequent
61,48,Sunil Narayanan S.,ADVOCATE,0.95,Sunil Narayanan S.,sunil narayanan s,Advocate ,10023,2020-01-07,Petitioner,unanimous_3plus+latest_agrees,most_frequent
615,48,Sunil Narayanan S.,ADVOCATE,0.95,Sunil Narayanan S.,sunil narayanan s,advocate,10198,2020-03-31,Union of India,unanimous_3plus+latest_agrees,most_frequent
1725,48,Sunil Narayanan S.,ADVOCATE,0.95,Sunil Narayanan S.,sunil narayanan s,Adv.,10549,2018-10-24,Intervenor,unanimous_3plus+latest_agrees,most_frequent
2097,48,Sunil Narayanan S.,ADVOCATE,0.95,Sunil Narayanan S.,sunil narayanan s,Adv.,10672,2019-05-15,Applicant,unanimous_3plus+latest_agrees,most_frequent
62,49,Abhishek Kumar Pandey,SENIOR,0.944,Abhishek Kumar Pandey,abhishek kumar pandey,Senior Adv.,10023,2020-01-07,Petitioner,unanimous_3plus+latest_agrees,most_frequent
164,49,Abhishek Kumar Pandey,SENIOR,0.944,Abhishek Kumar Pandey,abhishek kumar pandey,Senior Adv.,10053,2020-07-03,Applicant,unanimous_3plus+latest_agrees,most_frequent
191,49,Abhishek Kumar Pandey,SENIOR,0.944,Abhishek Kumar Pandey,abhishek kumar pandey,Senior Adv.,10063,2018-12-30,Applicant,unanimous_3plus+latest_agrees,most_frequent
310,49,Abhishek Kumar Pandey,SENIOR,0.944,Abhishek Kumar Pandey,abhishek kumar pandey,Sr.Adv,10105,2023-05-05,Union of India,unanimous_3plus+latest_agrees,most_frequent
373,49,Abhishek Kumar Pandey,SENIOR,0.944,Abhishek Kumar Pandey,abhishek kumar pandey,Sr. Adv.,10124,2020-12-17,State,unanimous_3plus+latest_agrees,most_frequent
517,49,Abhishek Kumar Pandey,SENIOR,0.949,Abhieshek Kumar Pandey,abhieshek kumar pandey,Sr. Advocate,10171,2021-02-08,Union of India,unanimous_3plus+latest_agrees,most_frequent
520,49,Abhishek Kumar Pandey,SENIOR,0.944,Abhishek Kumar Pandey,abhishek kumar pandey,Sr. Advocate,10172,2025-04-22,Union of India,unanimous_3plus+latest_agrees,most_frequent
543,49,Abhishek Kumar Pandey,SENIOR,0.92,Abhishek Pandey,abhishek pandey,Sr. Advocate,10178,2018-05-25,Intervenor,unanimous_3plus+latest_agrees,most_frequent
571,49,Abhishek Kumar Pandey,SENIOR,0.944,Abhishek Kumar Pandey,abhishek kumar pandey,Senior Adv.,10186,2024-04-08,Respondent,unanimous_3plus+latest_agrees,most_frequent
851,49,Abhishek Kumar Pandey,SENIOR,0.92,Abhishek Pandey,abhishek pandey,Sr. Advocate,10274,2025-07-06,Union of India,unanimous_3plus+latest_agrees,most_frequent
937,49,Abhishek Kumar Pandey,SENIOR,0.944,Abhishek Kumar Pandey,abhishek kumar pandey,Sr.Adv,10301,2021-04-10,Intervenor,unanimous_3plus+latest_agrees,most_frequent
1039,49,Abhishek Kumar Pandey,SENIOR,0.944,Abhishek Kumar Pandey,abhishek kumar pandey,Senior Advocate,10330,2025-02-21,Union of India,unanimous_3plus+latest_agrees,most_frequent
1065,49,Abhishek Kumar Pandey,SENIOR,0.944,Abhishek Kumar Pandey,abhishek kumar pandey,Senior Adv.,10337,2025-07-08,Petitioner,unanimous_3plus+latest_agrees,most_frequent
1124,49,Abhishek Kumar Pandey,SENIOR,0.944,Abhishek Kumar Pandey,abhishek kumar pandey,Senior Adv.,10352,2024-08-07,Intervenor,unanimous_3plus+latest_agrees,most_frequent
1198,49,Abhishek Kumar Pandey,SENIOR,0.897,Abhishek Panday,abhishek panday,Sr.Adv,10377,2021-08-07,State,unanimous_3plus+latest_agrees,most_frequent
1292,49,Abhishek Kumar Pandey,SENIOR,0.943,Abhishek Kumar Pandey,abhishek kumar pandey,Senior Advocate,10408,2025-04-07,Union of India,unanimous_3plus+latest_agrees,most_frequent
1318,49,Abhishek Kumar Pandey,SENIOR,0.943,Abhishek Kumar Pandey,abhishek kumar pandey,Sr.Adv,10417,2025-07-11,Intervenor,unanimous_3plus+latest_agrees,most_frequent
1338,49,Abhishek Kumar Pandey,SENIOR,0.943,Abhishek Kumar Pandey,abhishek kumar pandey,Senior Advocate,10422,2022-01-02,Respondent,unanimous_3plus+latest_agrees,most_frequent
1373,49,Abhishek Kumar Pandey,SENIOR,0.943,Abhishek Kumar Pandey,abhishek kumar pandey,Sr. Adv.,10434,2019-03-22,Respondent,unanimous_3plus+latest_agrees,most_frequent
1376,49,Abhishek Kumar Pandey,SENIOR,0.943,Abhishek Kumar Pandey,abhishek kumar pandey,Sr. Adv.,10435,2018-12-02,Union of India,unanimous_3plus+latest_agrees,most_frequent
1381,49,Abhishek Kumar Pandey,SENIOR,0.943,Abhishek Kumar Pandey,abhishek kumar pandey,Senior Adv.,10436,2019-07-28,Intervenor,unanimous_3plus+latest_agrees,most_frequent
1384,49,Abhishek Kumar Pandey,SENIOR,0.943,Abhishek Kumar Pandey,abhishek kumar pandey,Sr. Advocate,10438,2018-03-18,Intervenor,unanimous_3plus+latest_agrees,most_frequent
1400,49,Abhishek Kumar Pandey,SENIOR,0.943,Abhishek Kumar Pandey,abhishek kumar pandey,Senior Adv.,10442,2024-01-20,State,unanimous_3plus+latest_agrees,most_frequent
1452,49,Abhishek Kumar Pandey,SENIOR,0.943,Abhishek Kumar Pandey,abhishek kumar pandey,Sr. Advocate,10460,2020-12-14,Intervenor,unanimous_3plus+latest_agrees,most_frequent
1454,49,Abhishek Kumar Pandey,SENIOR,0.943,Abhishek Kumar Pandey,abhishek kumar pandey,Sr. Advocate,10461,2019-12-14,State,unanimous_3plus+latest_agrees,most_frequent
1601,49,Abhishek Kumar Pandey,SENIOR,0.943,Abhishek Kumar Pandey,abhishek kumar pandey,Sr. Adv.,10510,2022-08-02,Union of India,unanimous_3plus+latest_agrees,most_frequent
1684,49,Abhishek Kumar Pandey,SENIOR,0.943,Abhishek Kumar Pandey,abhishek kumar pandey,Sr. Advocate,10538,2025-05-06,Petitioner,unanimous_3plus+latest_agrees,most_frequent
1690,49,Abhishek Kumar Pandey,SENIOR,0.902,Abhishek Panday,abhishek panday,Sr. Advocate,10539,2018-12-22,Union of India,unanimous_3plus+latest_agrees,most_frequent
1694,49,Abhishek Kumar Pandey,SENIOR,0.92,Abhishek Pandey,abhishek pandey,Sr. Advocate,10540,2021-12-17,Applicant,unanimous_3plus+latest_agrees,most_frequent
1705,49,Abhishek Kumar Pandey,SENIOR,0.942,Abhishek Kumar Pandey,abhishek kumar pandey,Senior Advocate,10543,2024-03-01,Union of India,unanimous_3plus+latest_agrees,most_frequent
1711,49,Abhishek Kumar Pandey,SENIOR,0.942,Abhishek Kumar Pandey,abhishek kumar pandey,Sr. Adv.,10544,2024-04-09,Intervenor,unanimous_3plus+latest_agrees,most_frequent
1745,49,Abhishek Kumar Pandey,SENIOR,0.92,Abhishek Pandey,abhishek pandey,Sr.Adv,10555,2024-07-31,Petitioner,unanimous_3plus+latest_agrees,most_frequent
1795,49,Abhishek Kumar Pandey,SENIOR,0.903,Abhishek Panday,abhishek panday,Sr.Adv,10571,2018-01-28,Intervenor,unanimous_3plus+latest_agrees,most_frequent
1808,49,Abhishek Kumar Pandey,SENIOR,0.941,Abhishek Kumar Pandey,abhishek kumar pandey,Sr.Adv,10574,2023-07-04,Respondent,unanimous_3plus+latest_agrees,most_frequent
1865,49,Abhishek Kumar Pandey,SENIOR,0.92,Abhishek Pandey,abhishek pandey,Sr. Adv.,10592,2021-01-10,Respondent,unanimous_3plus+latest_agrees,most_frequent
1886,49,Abhishek Kumar Pandey,SENIOR,0.941,Abhishek Kumar Pandey,abhishek kumar pandey,Senior Adv.,10599,2019-02-10,Applicant,unanimous_3plus+latest_agrees,most_frequent
1910,49,Abhishek Kumar Pandey,SENIOR,0.945,Abhieshek Kumar Pandey,abhieshek kumar pandey,Senior Advocate,10607,2025-04-15,Applicant,unanimous_3plus+latest_agrees,most_frequent
2038,49,Abhishek Kumar Pandey,SENIOR,0.945,Abhieshek Kumar Pandey,abhieshek kumar pandey,Sr. Adv.,10653,2024-11-16,Applicant,unanimous_3plus+latest_agrees,most_frequent
2079,49,Abhishek Kumar Pandey,SENIOR,0.941,Abhishek Kr. Pandey,abhishek kr pandey,Senior Advocate,10666,2023-08-04,Union of India,unanimous_3plus+latest_agrees,most_frequent
2081,49,Abhishek Kumar Pandey,SENIOR,0.941,Abhishek Kumar Pandey,abhishek kumar pandey,Senior Adv.,10667,2018-05-10,Union of India,unanimous_3plus+latest_agrees,most_frequent
2140,49,Abhishek Kumar Pandey,SENIOR,0.92,Abhishek Pandey,abhishek pandey,Senior Advocate,10686,2024-07-08,Applicant,unanimous_3plus+latest_agrees,most_frequent
2183,49,Abhishek Kumar Pandey,SENIOR,0.941,Abhishek Kumar Pandey,abhishek kumar pandey,Sr. Adv.,10700,2021-11-25,Union of India,unanimous_3plus+latest_agrees,most_frequent
2206,49,Abhishek Kumar Pandey,SENIOR,0.941,Abhishek Kumar Pandey,abhishek kumar pandey,Senior Adv.,10708,2018-09-17,Applicant,unanimous_3plus+latest_agrees,most_frequent
2257,49,Abhishek Kumar Pandey,SENIOR,0.941,Abhishek Kumar Pandey,abhishek kumar pandey,Sr. Advocate,10724,2022-08-31,Union of India,unanimous_3plus+latest_agrees,most_frequent
2273,49,Abhishek Kumar Pandey,SENIOR,0.941,Abhishek Kumar Pandey,abhishek kumar pandey,Senior Adv.,10730,2020-03-02,Intervenor,unanimous_3plus+latest_agrees,most_frequent
2414,49,Abhishek Kumar Pandey,SENIOR,0.92,Abhishek Pandey,abhishek pandey,Senior Adv.,10774,2022-06-04,Respondent,unanimous_3plus+latest_agrees,most_frequent
2469,49,Abhishek Kumar Pandey,SENIOR,0.941,Abhishek Kumar Pandey,abhishek kumar pandey,Sr. Advocate,10793,2020-09-22,Intervenor,unanimous_3plus+latest_agrees,most_frequent
2549,49,Abhishek Kumar Pandey,SENIOR,0.941,Abhishek Kumar Pandey,abhishek kumar pandey,Senior Adv.,10818,2021-12-26,Applicant,unanimous_3plus+latest_agrees,most_frequent
2576,49,Abhishek Kumar Pandey,SENIOR,0.92,Abhishek Pandey,abhishek pandey,Sr. Adv.,10825,2024-11-13,Applicant,unanimous_3plus+latest_agrees,most_frequent
2736,49,Abhishek Kumar Pandey,SENIOR,0.92,Abhishek Pandey,abhishek pandey,Sr. Adv.,10875,2019-01-05,Union of India,unanimous_3plus+latest_agrees,most_frequent
2818,49,Abhishek Kumar Pandey,SENIOR,0.911,Abhishek Panday,abhishek panday,Senior Advocate,10900,2021-05-07,Union of India,unanimous_3plus+latest_agrees,most_frequent
2830,49,Abhishek Kumar Pandey,SENIOR,0.944,Abhieshek Kumar Pandey,abhieshek kumar pandey,Senior Advocate,10903,2024-11-08,Applicant,unanimous_3plus+latest_agrees,most_frequent
2834,49,Abhishek Kumar Pandey,SENIOR,0.941,Abhishek Kr. Pandey,abhishek kr pandey,Senior Adv.,10904,2024-09-02,Intervenor,unanimous_3plus+latest_agrees,most_frequent
3021,49,Abhishek Kumar Pandey,SENIOR,0.94,Abhishek Kumar Pandey,abhishek kumar pandey,Senior Advocate,10965,2018-07-08,Petitioner,unanimous_3plus+latest_agrees,most_frequent
3069,49,Abhishek Kumar Pandey,SENIOR,0.913,Abhishek Panday,abhishek panday,Senior Adv.,10983,2025-11-04,State,unanimous_3plus+latest_agrees,most_frequent
3081,49,Abhishek Kumar Pandey,SENIOR,0.943,Abhieshek Kumar Pandey,abhieshek kumar pandey,Sr.Adv,10986,2018-11-18,State,unanimous_3plus+latest_agrees,most_frequent
3183,49,Abhishek Kumar Pandey,SENIOR,0.939,Abhishek Kumar Pandey,abhishek kumar pandey,Senior Adv.,11020,2023-01-06,Respondent,unanimous_3plus+latest_agrees,most_frequent
3184,49,Abhishek Kumar Pandey,SENIOR,0.941,Abhishek Kr. Pandey,abhishek kr pandey,Senior Adv.,11020,2023-01-06,Respondent,unanimous_3plus+latest_agrees,most_frequent
3187,49,Abhishek Kumar Pandey,SENIOR,0.939,Abhishek Kumar Pandey,abhishek kumar pandey,Senior Adv.,11021,2021-07-20,Union of India,unanimous_3plus+latest_agrees,most_frequent
3212,49,Abhishek Kumar Pandey,SENIOR,0.939,Abhishek Kumar Pandey,abhishek kumar pandey,Senior Advocate,11030,2025-11-16,Intervenor,unanimous_3plus+latest_agrees,most_frequent
3247,49,Abhishek Kumar Pandey,SENIOR,0.939,Abhishek Kumar Pandey,abhishek kumar pandey,Sr. Adv.,11042,2024-12-27,Respondent,unanimous_3plus+latest_agrees,most_frequent
3261,49,Abhishek Kumar Pandey,SENIOR,0.943,Abhieshek Kumar Pandey,abhieshek kumar pandey,Sr. Adv.,11048,2024-02-16,Intervenor,unanimous_3plus+latest_agrees,most_frequent
3262,49,Abhishek Kumar Pandey,SENIOR,0.939,Abhishek Kumar Pandey,abhishek kumar pandey,Sr.Adv,11048,2024-02-16,Intervenor,unanimous_3plus+latest_agrees,most_frequent
